date,map,match_id,team_a,team_b,map_win_rate_10_diff,fk_fd_diff_overall_5_diff,ranking_elo_sum_diff,ranking_elo_trend_diff,target
2024-07-15,Sunset,371279_g178851,FNATIC,Karmine Corp,-0.429,2.8,1606.894,75.414,1
2024-07-15,Haven,371278_g178847,Natus Vincere,Team Vitality,-0.429,1.2,-77.2,19.876,1
2024-07-15,Lotus,371279_g178852,FNATIC,Karmine Corp,0.0,-0.8,1610.304,47.096,1
2024-07-16,Bind,371280_g178855,Team Heretics,Team Vitality,0.857,4.2,348.395,31.258,0
2024-07-16,Icebox,371280_g178853,Team Heretics,Team Vitality,-0.339,0.2,360.076,-1.92,1
2024-07-16,Sunset,371281_g178856,FNATIC,FUT Esports,-0.1,-1.0,1015.708,7.238,1
2024-07-16,Haven,371281_g178857,FUT Esports,FNATIC,-0.244,3.8,-907.606,38.873,0
2024-07-16,Sunset,371280_g178854,Team Vitality,Team Heretics,-0.206,0.8,-383.813,16.657,1
2024-07-17,Ascent,371267_g178823,Sentinels,100 Thieves,0.1,-3.6,-374.811,6.551,0
2024-07-17,Sunset,371284_g178868,FUT Esports,Team Heretics,-0.2,1.2,-320.401,50.31,0
2024-07-17,Abyss,371284_g178867,Team Heretics,FUT Esports,,0.4,268.021,-26.892,1
2024-07-17,Sunset,371282_g178860,FNATIC,Team Vitality,0.042,-2.4,1159.24,-50.089,1
2024-07-17,Lotus,371282_g178859,FNATIC,Team Vitality,0.3,0.4,1058.686,-7.582,1
2024-07-17,Haven,371266_g178821,Cloud9,KRÜ Esports,-0.0,-2.8,-440.658,-36.363,0
2024-07-17,Lotus,371266_g178820,Cloud9,KRÜ Esports,-0.2,-3.0,-413.498,-21.507,1
2024-07-17,Abyss,371266_g178819,Cloud9,KRÜ Esports,,-3.0,-428.473,-12.806,0
2024-07-17,Haven,371267_g178822,100 Thieves,Sentinels,0.267,2.8,243.146,37.769,1
2024-07-18,Icebox,371268_g178825,LEVIATÁN,KRÜ Esports,0.4,-1.4,948.131,41.497,1
2024-07-18,Sunset,371268_g178826,LEVIATÁN,KRÜ Esports,0.333,0.0,1117.061,10.511,1
2024-07-18,Lotus,371269_g178828,100 Thieves,G2 Esports,-0.35,3.0,765.258,-8.713,0
2024-07-18,Abyss,371269_g178829,100 Thieves,G2 Esports,,-0.6,639.009,-23.761,0
2024-07-19,Haven,371285_g178873,Team Heretics,Team Vitality,0.025,2.4,265.369,-25.324,0
2024-07-19,Icebox,371272_g178839,KRÜ Esports,100 Thieves,-0.238,-2.0,-474.619,17.838,0
2024-07-19,Bind,371270_g178832,LEVIATÁN,G2 Esports,0.167,-1.0,1441.489,5.808,0
2024-07-19,Lotus,371272_g178840,KRÜ Esports,100 Thieves,0.267,-2.4,-507.494,11.111,1
2024-07-19,Ascent,371272_g178841,100 Thieves,KRÜ Esports,0.156,1.4,452.598,15.249,0
2024-07-19,Icebox,371285_g178870,Team Vitality,Team Heretics,0.181,-7.2,-379.14,33.079,0
2024-07-19,Sunset,371285_g178871,Team Vitality,Team Heretics,-0.144,-8.0,-437.001,6.274,1
2024-07-19,Lotus,371285_g178872,Team Vitality,Team Heretics,-0.2,-4.8,-320.811,-37.319,1
2024-07-19,Icebox,371270_g178831,LEVIATÁN,G2 Esports,0.175,0.8,1404.3,43.632,0
2024-07-20,Ascent,371283_g178863,Team Vitality,FNATIC,-0.127,-3.6,-1225.705,-30.802,1
2024-07-20,Lotus,371283_g178864,FNATIC,Team Vitality,0.4,1.8,1115.186,53.329,1
2024-07-20,Bind,371283_g178865,Team Vitality,FNATIC,-0.35,-3.0,-1151.094,-23.717,0
2024-07-20,Haven,371283_g178862,FNATIC,Team Vitality,0.356,2.8,1107.374,-3.04,1
2024-07-20,Icebox,365323_g176195,DRX,Paper Rex,0.083,0.8,-1304.982,-1.267,1
2024-07-20,Bind,365323_g176194,DRX,Paper Rex,0.0,1.2,-1369.871,-44.732,1
2024-07-20,Icebox,371273_g178842,LEVIATÁN,KRÜ Esports,0.414,8.8,1292.634,111.176,1
2024-07-20,Haven,371273_g178843,LEVIATÁN,KRÜ Esports,-0.071,10.4,1471.601,59.632,0
2024-07-20,Sunset,371273_g178844,LEVIATÁN,KRÜ Esports,0.457,7.2,1482.983,51.111,0
2024-07-20,Abyss,371273_g178845,KRÜ Esports,LEVIATÁN,,-4.6,-1359.651,-51.219,0
2024-07-20,Ascent,371273_g178846,LEVIATÁN,KRÜ Esports,-0.3,8.2,1471.324,38.646,1
2024-07-20,Lotus,365323_g176193,Paper Rex,DRX,0.1,-0.6,1240.112,77.988,1
2024-07-20,Abyss,365323_g176192,Paper Rex,DRX,,3.6,1203.608,69.696,1
2024-07-20,Ascent,365323_g176196,Paper Rex,DRX,-0.0,3.0,1303.256,9.67,0
2024-07-21,Icebox,365321_g176187,Gen.G,DRX,-0.3,2.8,701.828,32.044,1
2024-07-21,Lotus,365321_g176186,Gen.G,DRX,0.356,5.8,642.445,58.884,1
2024-07-21,Ascent,371271_g178837,G2 Esports,LEVIATÁN,0.533,-2.4,-1671.335,28.395,0
2024-07-21,Bind,365321_g176185,Gen.G,DRX,-0.2,7.0,439.756,35.7,1
2024-07-21,Bind,371271_g178836,LEVIATÁN,G2 Esports,0.016,2.2,1677.554,12.376,0
2024-07-21,Haven,371271_g178835,G2 Esports,LEVIATÁN,0.625,-1.6,-1647.554,-40.461,0
2024-07-21,Lotus,371271_g178834,G2 Esports,LEVIATÁN,0.278,-5.2,-1602.554,-41.951,0
2024-07-21,Haven,365321_g176184,DRX,Gen.G,-0.1,-10.8,-576.379,15.003,1
2024-08-01,Lotus,378663_g180374,Team Heretics,FunPlus Phoenix,0.6,-2.2,71.336,1.667,1
2024-08-01,Bind,378663_g180373,Team Heretics,FunPlus Phoenix,0.75,-4.0,124.089,-98.595,0
2024-08-01,Abyss,378663_g180372,FunPlus Phoenix,Team Heretics,,5.4,-151.802,171.597,0
2024-08-01,Ascent,378662_g180370,Gen.G,Sentinels,0.3,10.4,894.245,47.524,1
2024-08-01,Haven,378662_g180369,Sentinels,Gen.G,-0.35,-9.8,-864.245,-68.404,0
2024-08-02,Haven,378657_g180357,DRX,KRÜ Esports,0.1,1.0,265.882,29.619,0
2024-08-02,Abyss,378657_g180358,DRX,KRÜ Esports,0.0,-6.6,144.286,-11.264,1
2024-08-02,Bind,378657_g180359,DRX,KRÜ Esports,0.033,-2.4,195.264,-49.889,1
2024-08-02,Bind,378656_g180354,FNATIC,Bilibili Gaming,0.1,2.8,998.918,32.217,1
2024-08-02,Lotus,378656_g180355,FNATIC,Bilibili Gaming,0.467,-1.4,961.959,-128.617,1
2024-08-03,Bind,378669_g180389,Team Vitality,Trace Esports,,,300.312,15.744,0
2024-08-03,Ascent,378669_g180387,Trace Esports,Team Vitality,,8.6,-264.352,0.42,1
2024-08-03,Ascent,378667_g180385,TALON,LEVIATÁN,-0.1,-4.0,-2330.366,-22.916,0
2024-08-03,Bind,378667_g180384,TALON,LEVIATÁN,0.5,-6.6,-2405.408,-22.657,0
2024-08-03,Sunset,378669_g180388,Team Vitality,Trace Esports,,-10.2,194.292,-44.872,1
2024-08-04,Lotus,378674_g180403,G2 Esports,Paper Rex,0.0,-2.6,-1483.547,11.145,1
2024-08-04,Lotus,378673_g180399,EDward Gaming,FUT Esports,-0.267,-2.2,799.976,-36.462,1
2024-08-04,Icebox,378674_g180402,Paper Rex,G2 Esports,-0.067,-0.2,1645.661,-38.51,0
2024-08-04,Bind,378673_g180400,FUT Esports,EDward Gaming,-0.429,1.8,-823.923,-121.404,0
2024-08-06,Abyss,378664_g180375,Gen.G,Team Heretics,,6.4,802.092,76.046,1
2024-08-06,Bind,378664_g180377,Team Heretics,Gen.G,0.111,-6.2,-751.051,-102.466,1
2024-08-06,Lotus,378664_g180376,Gen.G,Team Heretics,0.1,2.2,781.518,65.436,0
2024-08-06,Lotus,378658_g180361,DRX,FNATIC,-0.5,-5.4,-1234.517,-91.836,1
2024-08-06,Abyss,378658_g180360,DRX,FNATIC,,0.2,-1269.4,-57.651,1
2024-08-07,Bind,378670_g180390,Trace Esports,LEVIATÁN,0.444,-0.6,-1706.698,12.595,1
2024-08-07,Sunset,378670_g180391,Trace Esports,LEVIATÁN,-0.75,-2.35,-1704.723,-1.094,0
2024-08-07,Ascent,378670_g180392,Trace Esports,LEVIATÁN,0.5,-4.6,-1819.358,-7.95,1
2024-08-07,Haven,378675_g180406,EDward Gaming,G2 Esports,0.1,-4.4,979.069,194.4,0
2024-08-07,Bind,378675_g180407,G2 Esports,EDward Gaming,-0.4,5.8,-908.327,-224.777,1
2024-08-07,Icebox,378675_g180405,EDward Gaming,G2 Esports,-0.2,-2.0,923.127,145.105,1
2024-08-08,Lotus,378665_g180379,FunPlus Phoenix,Sentinels,-0.7,5.8,129.2,203.584,0
2024-08-08,Bind,378665_g180378,FunPlus Phoenix,Sentinels,-0.25,1.2,177.585,98.787,0
2024-08-08,Lotus,378659_g180363,KRÜ Esports,Bilibili Gaming,0.35,-3.2,-457.049,-237.564,1
2024-08-08,Icebox,378659_g180364,Bilibili Gaming,KRÜ Esports,,2.0,388.769,224.389,0
2024-08-09,Lotus,378671_g180393,Team Vitality,TALON,-0.4,-1.0,894.081,-6.505,1
2024-08-09,Sunset,378671_g180394,Team Vitality,TALON,0.5,-1.2,879.081,-6.047,1
2024-08-09,Sunset,378676_g180408,Paper Rex,FUT Esports,0.471,-1.2,1284.008,27.326,1
2024-08-09,Bind,378676_g180409,FUT Esports,Paper Rex,0.0,6.6,-1239.008,12.524,0
2024-08-10,Haven,378660_g180367,FNATIC,KRÜ Esports,0.233,-2.6,1456.4,50.792,1
2024-08-10,Lotus,378660_g180368,FNATIC,KRÜ Esports,0.2,1.0,1639.999,14.625,1
2024-08-10,Lotus,378666_g180381,Gen.G,Sentinels,0.1,2.8,902.402,44.597,0
2024-08-10,Sunset,378660_g180366,KRÜ Esports,FNATIC,-0.25,-0.4,-1457.097,-26.614,1
2024-08-10,Icebox,378666_g180382,Gen.G,Sentinels,0.127,-0.8,827.062,8.77,0
2024-08-11,Icebox,378672_g180396,Team Vitality,LEVIATÁN,-0.244,-1.6,-1482.17,-36.084,0
2024-08-11,Sunset,378672_g180397,LEVIATÁN,Team Vitality,0.078,-1.0,1489.848,4.355,1
2024-08-11,Icebox,378677_g180411,EDward Gaming,Paper Rex,0.067,3.6,-456.688,49.596,0
2024-08-11,Sunset,378677_g180412,Paper Rex,EDward Gaming,1.0,-2.4,506.25,-23.011,0
2024-08-11,Lotus,378677_g180413,Paper Rex,EDward Gaming,0.2,-5.4,403.768,-15.811,0
2024-08-14,Sunset,378822_g180414,DRX,Sentinels,-0.2,-1.4,-30.265,0.539,0
2024-08-14,Haven,378822_g180415,Sentinels,DRX,-0.4,-0.2,65.956,2.852,1
2024-08-14,Bind,378823_g180417,EDward Gaming,Trace Esports,-0.143,5.6,1110.51,21.463,1
2024-08-14,Sunset,378823_g180418,Trace Esports,EDward Gaming,-0.333,-6.4,-1167.854,-33.775,0
2024-08-15,Abyss,378825_g180424,FNATIC,Team Heretics,-0.667,1.6,1002.193,19.525,0
2024-08-15,Icebox,378824_g180420,LEVIATÁN,G2 Esports,0.3,0.4,1725.442,-28.224,1
2024-08-15,Abyss,378824_g180421,LEVIATÁN,G2 Esports,-0.0,1.4,1759.498,-18.189,1
2024-08-15,Lotus,378825_g180423,Team Heretics,FNATIC,-0.2,-3.8,-1208.85,17.764,1
2024-08-16,Bind,378832_g180444,FNATIC,G2 Esports,-0.1,2.2,1740.072,1.037,1
2024-08-16,Abyss,378831_g180441,DRX,Trace Esports,,1.8,495.348,21.783,1
2024-08-16,Lotus,378831_g180440,DRX,Trace Esports,,1.4,351.166,23.709,1
2024-08-16,Haven,378832_g180443,G2 Esports,FNATIC,-0.233,-1.4,-1631.822,-31.154,0
2024-08-17,Haven,378826_g180426,Sentinels,EDward Gaming,-0.167,-3.6,-720.354,2.721,1
2024-08-17,Lotus,378826_g180427,EDward Gaming,Sentinels,-0.1,1.8,676.536,16.294,1
2024-08-17,Sunset,378826_g180428,EDward Gaming,Sentinels,-0.167,2.8,647.033,0.257,1
2024-08-17,Icebox,378827_g180429,Team Heretics,LEVIATÁN,-0.4,-1.2,-1315.334,-13.875,0
2024-08-17,Lotus,378827_g180430,LEVIATÁN,Team Heretics,-0.2,3.6,1359.688,42.012,1
2024-08-18,Bind,378834_g180450,Sentinels,FNATIC,0.078,-1.0,-1252.727,-4.287,0
2024-08-18,Sunset,378834_g180449,Sentinels,FNATIC,-0.029,-2.6,-1223.589,-12.582,1
2024-08-18,Lotus,378834_g180451,FNATIC,Sentinels,0.2,4.2,1346.025,4.664,0
2024-08-18,Abyss,378833_g180446,Team Heretics,DRX,-0.05,-2.6,36.898,0.109,0
2024-08-18,Sunset,378833_g180447,DRX,Team Heretics,-0.367,1.0,65.241,24.688,0
2024-08-18,Icebox,378833_g180448,DRX,Team Heretics,0.267,-0.4,-60.58,40.835,0
2024-08-23,Haven,378835_g180452,Team Heretics,Sentinels,-0.095,2.8,58.049,-10.243,0
2024-08-23,Abyss,378828_g182971,LEVIATÁN,EDward Gaming,,1.4,659.788,51.175,0
2024-08-23,Lotus,378828_g180433,EDward Gaming,LEVIATÁN,0.067,3.6,-785.267,-20.244,1
2024-08-23,Icebox,378828_g180432,LEVIATÁN,EDward Gaming,0.4,-5.0,754.317,25.011,1
2024-08-23,Icebox,378835_g180453,Sentinels,Team Heretics,-0.0,-2.8,-7.574,-11.411,0
2024-08-23,Abyss,378835_g180454,Team Heretics,Sentinels,,5.6,114.372,15.39,1
2024-08-24,Lotus,378836_g180458,LEVIATÁN,Team Heretics,-0.1,-3.6,1062.5,-11.213,0
2024-08-24,Abyss,378836_g180457,Team Heretics,LEVIATÁN,-0.0,3.6,-1014.179,64.457,0
2024-08-24,Icebox,378836_g180455,Team Heretics,LEVIATÁN,-0.3,0.8,-1213.656,104.843,1
2024-08-24,Sunset,378836_g180456,LEVIATÁN,Team Heretics,0.1,0.6,1134.179,-78.468,0
2024-08-25,Abyss,378829_g180439,Team Heretics,EDward Gaming,-0.429,-5.2,-538.434,-2.861,0
2024-08-25,Bind,378829_g180438,Team Heretics,EDward Gaming,-0.175,-6.0,-596.045,-23.923,1
2024-08-25,Haven,378829_g180435,Team Heretics,EDward Gaming,-0.143,-3.4,-486.764,-17.024,1
2024-08-25,Sunset,378829_g180436,EDward Gaming,Team Heretics,-0.2,-1.4,363.186,-5.163,1
2024-08-25,Lotus,378829_g180437,Team Heretics,EDward Gaming,-0.014,-0.8,-545.636,38.119,0
2025-02-20,Split,448598_g202495,Team Liquid,EDward Gaming,-0.225,-4.4,-1228.147,29.223,0
2025-02-20,Pearl,448598_g202496,EDward Gaming,Team Liquid,,1.6,1185.431,-97.512,1
2025-02-20,Lotus,448600_g202501,DRX,Sentinels,-0.1,1.0,-377.722,15.005,1
2025-02-20,Haven,448600_g202502,Sentinels,DRX,-0.0,-0.6,192.641,55.697,0
2025-02-21,Fracture,448599_g202498,Team Vitality,T1,-0.367,-2.8,1097.368,-31.492,1
2025-02-21,Bind,448599_g202499,T1,Team Vitality,0.133,4.2,-1128.715,-54.508,0
2025-02-21,Lotus,448597_g202492,G2 Esports,Trace Esports,0.7,-3.0,495.299,-20.495,1
2025-02-21,Abyss,448597_g202493,G2 Esports,Trace Esports,0.5,-1.2,536.911,86.806,1
2025-02-22,Fracture,449001_g202770,G2 Esports,EDward Gaming,,-3.0,-1046.983,81.409,0
2025-02-22,Pearl,449001_g202768,EDward Gaming,G2 Esports,,7.8,972.395,-87.559,0
2025-02-22,Bind,449001_g202769,G2 Esports,EDward Gaming,-0.178,-5.2,-943.422,73.698,0
2025-02-22,Abyss,449000_g202766,DRX,Team Vitality,,1.8,-1060.12,-401.393,1
2025-02-22,Split,449000_g202767,Team Vitality,DRX,-0.0,-4.8,990.514,403.825,1
2025-02-22,Bind,449000_g202765,DRX,Team Vitality,0.414,4.4,-1022.423,-250.582,0
2025-02-23,Lotus,449002_g202771,T1,Trace Esports,0.6,2.4,530.156,279.371,1
2025-02-23,Haven,449002_g202772,Trace Esports,T1,,-4.0,-656.361,-308.776,0
2025-02-23,Lotus,449003_g202774,Team Liquid,Sentinels,-0.2,0.2,-388.012,121.826,0
2025-02-23,Abyss,449003_g202775,Sentinels,Team Liquid,,3.4,491.777,-113.152,0
2025-02-23,Bind,449003_g202776,Team Liquid,Sentinels,-0.2,-2.4,-447.195,62.049,1
2025-02-24,Lotus,449005_g202781,Team Liquid,G2 Esports,-0.3,0.8,-147.507,-56.203,0
2025-02-24,Haven,449005_g202780,G2 Esports,Team Liquid,0.25,0.6,203.482,-7.191,1
2025-02-24,Pearl,449004_g202778,DRX,T1,0.528,-0.8,-151.611,-195.018,0
2025-02-24,Fracture,449004_g202777,T1,DRX,0.044,0.4,41.737,67.224,1
2025-02-27,Split,449008_g202783,EDward Gaming,T1,0.667,-0.2,1060.367,-36.904,1
2025-02-27,Bind,449008_g202784,EDward Gaming,T1,0.6,1.0,1167.283,-13.503,0
2025-02-27,Pearl,449008_g202785,EDward Gaming,T1,0.0,2.0,1139.814,12.772,1
2025-02-27,Bind,449009_g202786,G2 Esports,Team Vitality,0.225,-1.6,-919.224,-29.922,1
2025-02-27,Lotus,449009_g202787,Team Vitality,G2 Esports,-0.4,-2.4,845.044,23.216,0
2025-02-28,Split,449012_g202799,Team Vitality,T1,0.571,-5.4,625.33,-39.48,0
2025-02-28,Lotus,449012_g202797,T1,Team Vitality,0.2,7.6,-714.791,64.326,0
2025-02-28,Haven,449012_g202798,T1,Team Vitality,0.1,4.4,-761.359,36.03,1
2025-02-28,Lotus,449010_g202789,G2 Esports,EDward Gaming,0.05,-1.0,-1225.798,-74.723,1
2025-02-28,Split,449010_g202790,G2 Esports,EDward Gaming,-0.367,0.8,-1228.159,-30.8,1
2025-03-01,Bind,449013_g202800,EDward Gaming,T1,0.4,-4.4,896.994,19.256,0
2025-03-01,Haven,449013_g202801,EDward Gaming,T1,-0.125,-7.4,759.976,-39.899,0
2025-03-01,Fracture,449013_g202802,EDward Gaming,T1,-0.029,-7.2,707.024,-94.772,1
2025-03-01,Split,449013_g202803,T1,EDward Gaming,-0.433,3.6,-740.149,133.869,1
2025-03-02,Lotus,449011_g202792,T1,G2 Esports,-0.3,2.0,287.473,54.956,0
2025-03-02,Haven,449011_g202793,G2 Esports,T1,0.0,1.0,-272.473,2.632,0
2025-03-02,Abyss,449011_g202794,T1,G2 Esports,,1.6,319.836,-22.419,0
2025-03-02,Split,449011_g202795,T1,G2 Esports,-0.214,3.8,344.159,-17.635,1
2025-03-02,Pearl,449011_g202796,T1,G2 Esports,-0.7,5.6,359.975,1.437,1
2025-03-21,Fracture,459517_g206934,NRG,Cloud9,-0.267,3.8,453.863,62.687,0
2025-03-21,Split,459518_g206938,"VISA KRÜ						
							(KRÜ Esports)",LOUD,,,344.241,13.037,1
2025-03-21,Haven,459518_g206937,"VISA KRÜ						
							(KRÜ Esports)",LOUD,,4.2,214.539,93.318,1
2025-03-21,Lotus,459517_g206933,Cloud9,NRG,0.0,-2.6,-335.63,-2.561,0
2025-03-21,Pearl,459517_g206935,Cloud9,NRG,0.159,-3.2,-383.952,90.761,1
2025-03-21,Fracture,459518_g206936,LOUD,"VISA KRÜ						
							(KRÜ Esports)",,-6.8,-409.033,-45.491,1
2025-03-22,Haven,458806_g206155,ZETA DIVISION,T1,-0.1,-2.2,-1137.024,-0.686,0
2025-03-22,Split,458806_g206154,T1,ZETA DIVISION,-0.125,3.6,1286.11,-44.817,0
2025-03-22,Fracture,458806_g206153,T1,ZETA DIVISION,-0.071,0.6,1181.095,-35.193,1
2025-03-22,Pearl,458805_g206151,DetonatioN FocusMe,Global Esports,-0.5,0.0,42.572,51.216,0
2025-03-22,Lotus,458805_g206150,Global Esports,DetonatioN FocusMe,0.4,0.4,-90.093,-141.258,1
2025-03-22,Icebox,459520_g206943,MIBR,LEVIATÁN,-0.675,1.2,-651.862,0.032,1
2025-03-22,Split,459520_g206942,LEVIATÁN,MIBR,0.405,-0.8,722.727,-403.749,0
2025-03-22,Ascent,459519_g206940,G2 Esports,FURIA,0.089,-3.0,925.166,-30.257,1
2025-03-22,Lotus,459519_g206939,G2 Esports,FURIA,0.8,0.0,958.154,-41.172,1
2025-03-23,Pearl,459522_g206948,100 Thieves,Sentinels,0.333,-2.6,-283.282,-17.225,0
2025-03-23,Haven,459522_g206949,100 Thieves,Sentinels,0.222,-1.6,-390.426,-61.126,1
2025-03-23,Split,459522_g206950,Sentinels,100 Thieves,0.1,-1.8,313.252,93.908,1
2025-03-23,Haven,459521_g206945,Evil Geniuses,2Game Esports,,,-533.034,-14.826,1
2025-03-23,Haven,458807_g206156,Paper Rex,DRX,-0.1,-1.4,1090.143,4.056,0
2025-03-23,Fracture,458808_g206160,Team Secret,TALON,-0.167,0.4,489.144,7.27,0
2025-03-23,Lotus,458807_g206158,DRX,Paper Rex,0.0,0.6,-954.384,-5.796,1
2025-03-23,Pearl,458808_g206159,Team Secret,TALON,0.333,-2.0,377.179,-17.263,1
2025-03-23,Lotus,459521_g206946,2Game Esports,Evil Geniuses,,8.4,435.812,101.963,0
2025-03-23,Haven,458808_g206161,Team Secret,TALON,0.333,-2.2,231.93,-58.076,0
2025-03-23,Icebox,458807_g206157,DRX,Paper Rex,-0.029,6.0,-1029.384,34.452,0
2025-03-24,Pearl,458810_g206167,Nongshim RedForce,Rex Regum Qeon,,,-324.428,10.078,1
2025-03-24,Split,458810_g206166,Nongshim RedForce,Rex Regum Qeon,,0.6,-384.794,0.781,1
2025-03-24,Ascent,458810_g206165,Rex Regum Qeon,Nongshim RedForce,,-2.8,252.378,38.626,1
2025-03-24,Haven,458809_g206163,Gen.G,BOOM Esports,,,1079.52,-9.327,0
2025-03-24,Ascent,458809_g206162,BOOM Esports,Gen.G,,-9.6,-1144.933,95.809,1
2025-03-26,Icebox,459827_g207150,Karmine Corp,BBL Esports,0.044,-3.6,584.89,-3.964,1
2025-03-26,Pearl,459827_g207151,BBL Esports,Karmine Corp,0.0,4.2,-694.292,-137.529,1
2025-03-26,Fracture,459827_g207152,Karmine Corp,BBL Esports,,-1.2,709.292,240.329,0
2025-03-26,Lotus,459826_g207148,Team Vitality,GIANTX,-0.25,-3.8,809.663,-7.966,1
2025-03-26,Split,459826_g207147,GIANTX,Team Vitality,-0.25,-2.6,-850.132,69.563,0
2025-03-27,Lotus,459829_g207157,FUT Esports,"Movistar KOI						
							(KOI)",,-0.4,301.091,-14.044,1
2025-03-27,Pearl,459829_g207156,"Movistar KOI						
							(KOI)",FUT Esports,,-1.8,-176.671,99.718,0
2025-03-27,Icebox,459828_g207155,Apeks,Team Heretics,,,-1473.45,-4.584,0
2025-03-27,Split,459828_g207154,Apeks,Team Heretics,,-6.0,-1390.93,-2.173,0
2025-03-27,Ascent,459828_g207153,Apeks,Team Heretics,,-4.8,-1512.461,56.529,1
2025-03-28,Fracture,459830_g207160,FNATIC,Natus Vincere,-0.333,1.6,1393.944,9.747,1
2025-03-28,Split,459831_g207162,Gentle Mates,Team Liquid,0.1,-5.4,-305.24,-46.923,0
2025-03-28,Split,459830_g207159,Natus Vincere,FNATIC,-0.3,-4.4,-1358.273,50.186,0
2025-03-28,Icebox,459831_g207164,Gentle Mates,Team Liquid,-0.071,-10.2,-332.879,44.343,1
2025-03-28,Haven,459831_g207163,Team Liquid,Gentle Mates,,6.2,366.518,-117.889,0
2025-03-28,Icebox,459524_g206955,"VISA KRÜ						
							(KRÜ Esports)",Sentinels,,3.733,-103.901,26.482,1
2025-03-28,Lotus,459524_g206954,"VISA KRÜ						
							(KRÜ Esports)",Sentinels,,3.45,-210.422,35.197,1
2025-03-28,Fracture,459523_g206953,FURIA,NRG,-0.25,-0.6,-776.838,87.759,0
2025-03-28,Pearl,459523_g206952,NRG,FURIA,0.1,2.6,633.482,-24.723,1
2025-03-28,Lotus,459523_g206951,FURIA,NRG,-0.6,-6.2,-598.061,-5.077,1
2025-03-29,Haven,459526_g206961,G2 Esports,MIBR,0.5,-2.8,238.372,-405.905,1
2025-03-29,Pearl,459526_g206960,MIBR,G2 Esports,-0.333,4.6,-209.797,405.476,1
2025-03-29,Haven,459525_g206958,100 Thieves,Evil Geniuses,0.286,2.8,969.018,43.511,1
2025-03-29,Fracture,459525_g206957,Evil Geniuses,100 Thieves,0.5,-4.8,-949.97,-47.916,0
2025-03-29,Icebox,458811_g206169,ZETA DIVISION,Team Secret,-0.5,-1.0,4.354,61.939,1
2025-03-29,Ascent,459526_g206962,G2 Esports,MIBR,0.75,-2.4,194.232,-270.543,1
2025-03-29,Lotus,458811_g206168,ZETA DIVISION,Team Secret,0.4,2.8,-34.805,77.63,1
2025-03-29,Icebox,458812_g206171,T1,Nongshim RedForce,,2.933,1281.428,-9.785,1
2025-03-29,Split,458812_g206172,Nongshim RedForce,T1,0.667,-0.35,-1315.336,12.388,0
2025-03-30,Fracture,458813_g206175,Paper Rex,Gen.G,0.292,-9.0,487.836,91.952,1
2025-03-30,Ascent,459528_g206967,Cloud9,LEVIATÁN,-0.1,-0.4,-990.976,260.375,1
2025-03-30,Split,459528_g206966,Cloud9,LEVIATÁN,0.125,4.4,-1129.819,304.763,1
2025-03-30,Pearl,459527_g206964,2Game Esports,LOUD,,2.3,-455.656,84.333,1
2025-03-30,Lotus,459527_g206963,LOUD,2Game Esports,0.5,-3.733,487.534,-48.192,0
2025-03-30,Ascent,458814_g206178,DRX,DetonatioN FocusMe,0.2,3.6,850.802,-187.853,1
2025-03-30,Lotus,458814_g206177,DetonatioN FocusMe,DRX,-0.5,-3.0,-743.677,135.437,0
2025-03-30,Lotus,458813_g206174,Paper Rex,Gen.G,-0.1,-2.0,502.836,89.519,0
2025-03-30,Haven,458813_g206176,Paper Rex,Gen.G,-0.367,0.2,607.836,52.742,0
2025-03-31,Lotus,458816_g206183,Global Esports,BOOM Esports,,1.3,53.308,19.35,0
2025-03-31,Ascent,458815_g206181,TALON,Rex Regum Qeon,-0.4,1.6,-440.277,88.21,0
2025-03-31,Lotus,458815_g206180,Rex Regum Qeon,TALON,-0.45,0.8,385.648,-65.069,1
2025-03-31,Haven,458816_g206184,BOOM Esports,Global Esports,0.75,0.667,82.972,-32.667,1
2025-04-02,Haven,459832_g207166,BBL Esports,Team Liquid,0.4,0.8,-695.835,-62.264,1
2025-04-02,Split,459833_g207170,Apeks,Natus Vincere,-0.5,-1.133,-718.02,21.831,0
2025-04-02,Haven,459833_g207169,Apeks,Natus Vincere,,0.45,-612.789,-18.522,0
2025-04-02,Lotus,459833_g207168,Apeks,Natus Vincere,,-2.6,-612.277,-15.898,1
2025-04-02,Fracture,459832_g207165,Team Liquid,BBL Esports,0.071,-0.2,600.662,39.363,1
2025-04-02,Ascent,459832_g207167,BBL Esports,Team Liquid,-0.1,-0.2,-553.679,22.763,0
2025-04-03,Lotus,459835_g207176,Team Heretics,GIANTX,0.0,2.4,1366.084,72.707,1
2025-04-03,Split,459835_g207175,Team Heretics,GIANTX,0.3,5.8,1270.919,155.587,0
2025-04-03,Haven,459835_g207174,Team Heretics,GIANTX,0.375,7.6,1155.087,142.85,1
2025-04-03,Lotus,459834_g207173,FUT Esports,Gentle Mates,0.6,5.8,125.749,-161.548,1
2025-04-03,Fracture,459834_g207172,FUT Esports,Gentle Mates,,5.6,74.482,-128.378,1
2025-04-03,Icebox,459834_g207171,FUT Esports,Gentle Mates,-0.029,6.8,134.482,-47.924,0
2025-04-04,Haven,459529_g206969,Sentinels,Evil Geniuses,0.025,0.6,1408.129,97.042,1
2025-04-04,Haven,459530_g206972,LOUD,100 Thieves,0.15,-4.2,-70.768,2.045,1
