date,map,match_id,team_a,team_b,map_win_rate_10_diff,fk_fd_diff_overall_5_diff,ranking_elo_sum_diff,ranking_elo_trend_diff,target
2024-04-28,Lotus,314328_g163231,TALON,Team Secret,0.222,-0.4,-753.077,-17.394,1
2024-04-28,Sunset,314328_g163230,Team Secret,TALON,,-2.6,654.443,21.149,1
2024-04-28,Sunset,314647_g163422,NRG,Evil Geniuses,0.0,-1.4,1210.216,-5.715,0
2024-04-28,Lotus,314647_g163421,Evil Geniuses,NRG,-0.1,4.8,-1190.4,33.538,0
2024-04-28,Bind,314327_g163227,ZETA DIVISION,T1,0.2,0.2,244.007,-13.085,1
2024-04-28,Lotus,314327_g163228,T1,ZETA DIVISION,-0.257,-0.6,-263.871,22.87,1
2024-04-28,Sunset,314327_g163229,ZETA DIVISION,T1,0.667,-1.2,130.545,14.711,0
2024-04-28,Lotus,314646_g163418,Cloud9,FURIA,0.7,5.2,114.21,43.284,1
2024-04-28,Ascent,314647_g163420,Evil Geniuses,NRG,0.425,1.0,-1343.928,38.166,1
2024-04-28,Ascent,314646_g163417,FURIA,Cloud9,-0.095,-7.2,-242.01,-12.833,1
2024-04-28,Bind,314646_g163419,Cloud9,FURIA,-0.2,4.8,266.262,6.171,1
2024-04-29,Bind,314329_g163233,BLEED,DRX,-0.5,-4.2,-779.244,-23.518,0
2024-04-29,Breeze,314329_g163234,BLEED,DRX,,-4.0,-796.552,-31.017,0
2024-04-29,Breeze,314330_g163236,Rex Regum Qeon,Gen.G,0.25,-0.2,-376.861,-22.775,0
2024-04-29,Split,314330_g163238,Rex Regum Qeon,Gen.G,-0.367,-5.6,-434.431,-29.876,1
2024-04-29,Ascent,314330_g163237,Gen.G,Rex Regum Qeon,0.267,0.2,484.127,10.244,0
2024-04-29,Breeze,314648_g163424,KRÜ Esports,100 Thieves,,-0.8,220.957,51.457,0
2024-04-29,Split,314648_g163425,100 Thieves,KRÜ Esports,0.2,0.4,-166.76,-12.721,0
2024-04-29,Sunset,314648_g163423,100 Thieves,KRÜ Esports,,2.0,-175.988,10.246,0
2024-05-01,Bind,318936_g164163,GIANTX,BBL Esports,-0.333,-2.4,164.184,-3.354,1
2024-05-01,Sunset,318936_g164164,BBL Esports,GIANTX,0.667,-1.2,-282.324,-4.124,0
2024-05-01,Icebox,318937_g164166,Karmine Corp,Team Heretics,0.2,-2.6,30.557,-0.931,0
2024-05-01,Lotus,318937_g164167,Karmine Corp,Team Heretics,-0.267,-2.0,63.742,-18.999,1
2024-05-01,Bind,318937_g164168,Team Heretics,Karmine Corp,-0.3,-3.2,-235.265,16.908,1
2024-05-02,Split,318938_g164169,Team Vitality,"Movistar KOI						
							(KOI)",0.6,0.0,756.408,-28.376,0
2024-05-02,Icebox,318938_g164171,"Movistar KOI						
							(KOI)",Team Vitality,-0.333,-0.8,-700.406,2.717,1
2024-05-02,Breeze,318938_g164170,Team Vitality,"Movistar KOI						
							(KOI)",1.0,-2.2,656.189,0.517,1
2024-05-02,Ascent,318939_g164173,FNATIC,Natus Vincere,-0.1,0.2,1674.168,30.546,0
2024-05-02,Bind,318939_g164174,FNATIC,Natus Vincere,0.444,-3.8,1595.224,8.535,0
2024-05-02,Breeze,318939_g164172,FNATIC,Natus Vincere,,-3.8,1578.372,4.104,1
2024-05-03,Split,314650_g163426,Sentinels,FURIA,0.1,6.2,725.079,21.772,1
2024-05-03,Lotus,318940_g164175,Team Liquid,Gentle Mates,0.5,-0.6,176.766,50.259,1
2024-05-03,Icebox,318940_g164176,Team Liquid,Gentle Mates,0.167,-1.4,290.073,-13.845,1
2024-05-03,Icebox,318941_g164179,FUT Esports,BBL Esports,-0.25,1.4,419.51,9.035,1
2024-05-03,Bind,329908_g169325,TALON,Paper Rex,0.3,0.4,-1634.876,14.841,1
2024-05-03,Sunset,329908_g167272,TALON,Paper Rex,-0.667,-0.6,-1568.12,-55.026,0
2024-05-03,Sunset,329907_g167268,T1,Team Secret,-0.3,3.6,-99.45,-43.743,1
2024-05-03,Lotus,329908_g167270,TALON,Paper Rex,0.414,-1.4,-1444.334,-59.573,0
2024-05-03,Icebox,314650_g163427,Sentinels,FURIA,-0.167,6.4,782.271,7.84,1
2024-05-03,Bind,318941_g164178,FUT Esports,BBL Esports,0.35,6.0,379.512,23.316,1
2024-05-03,Lotus,329907_g167267,Team Secret,T1,-0.2,-3.8,204.136,-27.284,0
2024-05-04,Bind,329910_g167278,DRX,Paper Rex,-0.1,-3.6,-534.768,2.603,0
2024-05-04,Ascent,329910_g167277,Paper Rex,DRX,-0.0,7.4,594.768,-2.267,0
2024-05-04,Lotus,329910_g167276,DRX,Paper Rex,0.171,-3.4,-470.166,12.346,0
2024-05-04,Bind,314651_g163430,NRG,100 Thieves,0.0,-1.8,602.884,-24.522,0
2024-05-04,Ascent,314652_g163432,LEVIATÁN,KRÜ Esports,-0.7,4.2,683.657,16.341,1
2024-05-04,Breeze,314652_g163433,KRÜ Esports,LEVIATÁN,-0.333,-5.0,-749.215,-20.403,1
2024-05-04,Lotus,314652_g163434,LEVIATÁN,KRÜ Esports,-0.111,0.2,701.253,34.538,1
2024-05-04,Split,314651_g163429,NRG,100 Thieves,0.271,-3.4,726.146,-45.242,0
2024-05-04,Ascent,329909_g167273,Gen.G,T1,0.029,-3.8,179.391,-17.817,0
2024-05-04,Sunset,329909_g167274,Gen.G,T1,,-4.0,181.246,-41.416,1
2024-05-04,Breeze,329909_g167275,Gen.G,T1,-0.2,0.8,306.149,-40.764,0
2024-05-05,Bind,314654_g163438,LOUD,G2 Esports,0.167,2.6,625.518,-5.909,1
2024-05-05,Ascent,329911_g167281,Gen.G,DRX,0.0,3.6,-221.516,-26.473,1
2024-05-05,Sunset,329911_g167280,DRX,Gen.G,-0.0,-6.2,274.615,-20.869,0
2024-05-05,Bind,329911_g167279,Gen.G,DRX,-0.5,8.4,-323.367,51.588,0
2024-05-05,Sunset,329912_g167283,Paper Rex,T1,0.214,7.8,1438.975,23.056,1
2024-05-05,Icebox,314654_g163439,LOUD,G2 Esports,-0.333,1.4,612.001,10.846,1
2024-05-05,Lotus,329912_g167282,Paper Rex,T1,-0.3,10.6,1325.994,74.294,1
2024-05-05,Icebox,314653_g163435,Cloud9,MIBR,0.25,1.8,897.545,11.774,1
2024-05-05,Sunset,314653_g163436,Cloud9,MIBR,1.0,4.6,937.712,36.841,1
2024-05-08,Icebox,337408_g168976,100 Thieves,LOUD,-0.381,-3.0,-464.454,-13.055,1
2024-05-08,Bind,337408_g168975,LOUD,100 Thieves,0.114,-0.8,460.746,-4.281,0
2024-05-08,Ascent,337407_g168973,Cloud9,G2 Esports,,8.0,36.167,7.998,0
2024-05-08,Lotus,337407_g168972,Cloud9,G2 Esports,0.033,6.2,79.688,3.135,0
2024-05-08,Split,341817_g169378,Team Heretics,Natus Vincere,-0.25,-4.4,-650.041,-14.983,1
2024-05-08,Lotus,341817_g169369,Natus Vincere,Team Heretics,-0.2,3.4,690.389,28.828,0
2024-05-08,Lotus,341816_g169377,Team Liquid,FNATIC,-0.1,-1.4,-1791.882,-10.544,0
2024-05-08,Icebox,341816_g169376,FNATIC,Team Liquid,0.05,-0.6,1779.974,-25.302,0
2024-05-08,Ascent,341816_g169368,FNATIC,Team Liquid,-0.271,-1.4,1772.646,-24.78,1
2024-05-09,Split,341819_g169382,Team Heretics,FUT Esports,0.067,-3.4,-741.067,-33.525,1
2024-05-09,Bind,341818_g169380,Karmine Corp,FNATIC,-0.033,3.0,-1948.812,55.829,0
2024-05-09,Breeze,341818_g169370,FNATIC,Karmine Corp,0.167,-5.8,1972.727,-41.669,1
2024-05-09,Lotus,341819_g169371,FUT Esports,Team Heretics,-0.2,0.2,737.214,36.612,0
2024-05-09,Sunset,337410_g168982,LEVIATÁN,100 Thieves,0.5,-2.6,458.386,-17.996,1
2024-05-09,Icebox,337410_g168983,100 Thieves,LEVIATÁN,-0.167,-0.0,-515.166,76.198,1
2024-05-09,Bind,337410_g168981,100 Thieves,LEVIATÁN,-0.0,-1.8,-578.386,98.163,1
2024-05-09,Ascent,337409_g168979,G2 Esports,KRÜ Esports,0.4,-4.6,-74.801,3.351,1
2024-05-09,Icebox,337409_g168978,KRÜ Esports,G2 Esports,-0.3,3.6,192.088,-18.595,0
2024-05-10,Sunset,341822_g169390,FUT Esports,Karmine Corp,-0.667,-5.6,547.64,16.703,1
2024-05-10,Split,337411_g168986,G2 Esports,100 Thieves,-0.5,-2.0,-380.337,-15.84,0
2024-05-10,Icebox,341822_g169374,Karmine Corp,FUT Esports,0.1,6.8,-442.64,-9.237,0
2024-05-10,Breeze,341820_g169384,Team Heretics,FNATIC,-0.75,5.8,-2063.966,2.564,1
2024-05-10,Lotus,341820_g169372,FNATIC,Team Heretics,0.0,-5.8,2054.005,-9.15,0
2024-05-10,Lotus,337413_g168992,LEVIATÁN,KRÜ Esports,-0.0,0.2,743.595,-12.746,0
2024-05-10,Bind,337411_g168985,G2 Esports,100 Thieves,-0.381,1.6,-350.414,-15.508,1
2024-05-10,Sunset,337413_g168994,KRÜ Esports,LEVIATÁN,0.333,1.2,-560.792,-7.934,0
2024-05-10,Ascent,337411_g168984,100 Thieves,G2 Esports,-0.8,-1.8,224.51,-5.615,1
2024-05-10,Icebox,337413_g168993,LEVIATÁN,KRÜ Esports,0.238,3.0,613.679,-7.36,1
2024-05-11,Split,341823_g169394,FUT Esports,FNATIC,-0.5,-1.4,-1419.124,13.012,0
2024-05-11,Lotus,337414_g168998,LEVIATÁN,G2 Esports,-0.35,-1.2,701.039,-50.332,0
2024-05-11,Ascent,337414_g168999,LEVIATÁN,G2 Esports,-0.556,-0.0,735.012,-45.813,0
2024-05-11,Breeze,341823_g169393,FUT Esports,FNATIC,0.4,-3.4,-1480.125,-0.855,0
2024-05-11,Breeze,337414_g168996,LEVIATÁN,G2 Esports,0.5,0.4,818.542,-1.327,0
2024-05-11,Icebox,341823_g169375,FNATIC,FUT Esports,0.167,3.4,1333.439,15.82,0
2024-05-11,Lotus,329913_g167285,T1,Gen.G,0.2,-8.8,-532.983,-48.965,0
2024-05-11,Icebox,329913_g167286,T1,Gen.G,,-11.4,-715.834,-54.637,0
2024-05-11,Bind,329913_g167287,Gen.G,T1,-0.2,10.4,689.118,81.425,1
2024-05-11,Bind,337414_g168995,LEVIATÁN,G2 Esports,-0.0,-0.2,713.164,44.49,1
2024-05-11,Icebox,337414_g168997,G2 Esports,LEVIATÁN,0.208,1.6,-694.207,-30.41,0
2024-05-11,Bind,341823_g169392,FUT Esports,FNATIC,-0.033,-4.0,-1379.843,3.937,0
2024-05-12,Bind,329914_g167293,Gen.G,Paper Rex,-0.5,2.2,-930.317,15.988,1
2024-05-12,Lotus,329914_g167290,Paper Rex,Gen.G,-0.1,-4.0,907.572,3.456,0
2024-05-12,Icebox,329914_g167292,Gen.G,Paper Rex,-0.1,3.6,-837.734,-30.764,0
2024-05-12,Split,329914_g167294,Gen.G,Paper Rex,0.2,0.4,-797.538,-2.355,0
2024-05-12,Sunset,329914_g167291,Paper Rex,Gen.G,-0.25,0.4,801.694,-14.881,1
2024-05-12,Breeze,337412_g168988,G2 Esports,100 Thieves,-0.5,-1.4,-320.374,-27.284,0
2024-05-12,Sunset,341821_g169373,Team Heretics,FNATIC,,-2.2,-2073.621,24.466,1
2024-05-12,Bind,337412_g168987,G2 Esports,100 Thieves,-0.225,-5.0,-369.386,-6.168,0
2024-05-12,Sunset,337412_g168989,G2 Esports,100 Thieves,,-3.4,-457.863,21.951,0
2024-05-12,Bind,341821_g169386,FNATIC,Team Heretics,0.133,-1.8,1910.655,-26.803,0
2024-05-12,Lotus,341821_g169387,Team Heretics,FNATIC,0.1,2.2,-1840.863,48.332,0
2024-05-12,Breeze,341821_g169389,FNATIC,Team Heretics,0.167,1.6,2002.544,-51.485,1
2024-05-12,Split,341821_g169388,FNATIC,Team Heretics,0.3,1.8,1900.863,-35.462,1
2024-06-15,Icebox,314340_g163239,ZETA DIVISION,DRX,,0.8,-795.009,-6.751,0
2024-06-15,Sunset,314340_g163240,DRX,ZETA DIVISION,-0.0,0.4,912.982,59.151,0
2024-06-15,Breeze,314340_g163241,ZETA DIVISION,DRX,,1.4,-829.805,-129.0,0
2024-06-15,Sunset,314341_g163243,BLEED,Team Secret,-0.667,-1.0,53.633,22.606,0
2024-06-15,Split,314341_g163244,Team Secret,BLEED,-0.714,4.0,53.689,-94.177,1
2024-06-15,Ascent,314341_g163242,Team Secret,BLEED,0.333,6.6,73.152,-89.676,0
2024-06-16,Split,314342_g163245,T1,Gen.G,-0.6,-3.2,-1152.074,-67.242,0
2024-06-16,Lotus,314342_g163246,Gen.G,T1,-0.0,0.4,1128.028,132.776,0
2024-06-16,Sunset,314343_g163249,Paper Rex,TALON,0.778,2.8,2081.868,-30.985,1
2024-06-16,Icebox,314343_g163248,TALON,Paper Rex,-0.1,-4.8,-1920.806,-46.895,0
2024-06-16,Sunset,314342_g163247,T1,Gen.G,-0.267,-0.4,-1061.1,-120.972,0
2024-06-17,Ascent,314345_g163255,Team Secret,Global Esports,0.675,-1.0,66.439,-52.522,1
2024-06-17,Icebox,314344_g163251,DetonatioN FocusMe,Rex Regum Qeon,,-0.6,-620.049,-14.443,0
2024-06-17,Ascent,314344_g163252,DetonatioN FocusMe,Rex Regum Qeon,-0.286,-2.8,-729.757,-74.077,0
2024-06-17,Sunset,314345_g163254,Team Secret,Global Esports,0.714,-2.2,-51.195,-8.701,1
2024-06-18,Split,353153_g173346,KOI,FUT Esports,0.2,-0.4,-410.725,-40.047,0
2024-06-18,Lotus,353153_g173347,KOI,FUT Esports,-0.214,0.8,-515.589,87.995,1
2024-06-18,Sunset,353153_g173348,KOI,FUT Esports,,0.4,-516.484,152.635,0
2024-06-19,Bind,353154_g173350,BBL Esports,FNATIC,-0.5,-3.8,-1256.282,-14.232,1
2024-06-19,Sunset,353155_g173352,Team Heretics,Natus Vincere,0.167,-1.4,-8.329,-13.838,1
2024-06-19,Lotus,353154_g173351,FNATIC,BBL Esports,0.6,3.0,1184.06,-100.748,1
2024-06-19,Bind,353155_g173353,Team Heretics,Natus Vincere,0.35,1.6,57.195,68.356,1
2024-06-19,Ascent,353154_g173349,FNATIC,BBL Esports,-0.071,2.2,1228.034,-191.927,1
2024-06-20,Lotus,353156_g173355,Team Liquid,Team Vitality,0.125,-2.2,-141.12,7.364,0
2024-06-20,Split,353157_g173358,Gentle Mates,GIANTX,-0.0,1.8,-535.729,-7.726,1
2024-06-20,Sunset,353157_g173359,Gentle Mates,GIANTX,0.667,5.4,-305.928,-0.68,0
2024-06-20,Breeze,353157_g173360,Gentle Mates,GIANTX,-0.333,-0.6,-414.998,31.643,0
2024-06-20,Icebox,353156_g173356,Team Vitality,Team Liquid,-0.3,4.4,246.12,-14.18,1
2024-06-21,Sunset,353159_g173365,Karmine Corp,BBL Esports,-0.0,3.2,42.581,23.877,1
2024-06-21,Lotus,353159_g173364,BBL Esports,Karmine Corp,-0.5,-1.4,8.64,-25.321,0
2024-06-21,Ascent,353158_g173361,Natus Vincere,FUT Esports,0.075,-3.0,92.094,94.795,0
2024-06-21,Lotus,353158_g173362,FUT Esports,Natus Vincere,0.2,5.2,-56.938,-26.965,1
2024-06-22,Icebox,353177_g173416,LEVIATÁN,MIBR,0.467,3.0,1623.311,40.042,1
2024-06-22,Ascent,353177_g173415,LEVIATÁN,MIBR,0.1,3.6,1689.335,-9.747,1
2024-06-22,Icebox,314347_g163262,DRX,Paper Rex,0.333,-7.4,-835.849,30.016,0
2024-06-22,Sunset,353178_g173419,Sentinels,NRG,0.167,5.6,5.233,16.485,1
2024-06-22,Lotus,353178_g173418,Sentinels,NRG,0.144,5.4,-63.892,108.63,1
2024-06-22,Ascent,314346_g163258,Rex Regum Qeon,TALON,0.167,5.0,684.154,103.895,1
2024-06-22,Icebox,314346_g163259,TALON,Rex Regum Qeon,-0.4,-5.4,-642.715,-130.993,1
2024-06-22,Lotus,314346_g163257,TALON,Rex Regum Qeon,0.292,-2.4,-740.499,-87.665,1
2024-06-22,Split,314347_g163260,Paper Rex,DRX,-0.2,5.0,704.589,24.122,1
2024-06-22,Haven,314347_g163261,Paper Rex,DRX,0.5,2.6,806.639,39.713,0
2024-06-23,Haven,353179_g173422,FURIA,100 Thieves,-0.5,-8.8,-923.506,-48.939,1
2024-06-23,Icebox,353180_g173426,LOUD,Evil Geniuses,0.625,-1.6,953.01,6.349,0
2024-06-23,Lotus,314348_g163263,Global Esports,BLEED,0.25,3.4,150.151,0.028,1
2024-06-23,Sunset,314348_g163264,Global Esports,BLEED,0.0,3.4,253.673,24.339,1
2024-06-23,Icebox,353179_g173421,100 Thieves,FURIA,0.2,11.8,995.291,47.838,0
2024-06-23,Sunset,314349_g163267,DetonatioN FocusMe,ZETA DIVISION,-0.1,-0.4,-501.564,17.342,1
2024-06-23,Haven,314349_g163266,DetonatioN FocusMe,ZETA DIVISION,-0.333,-3.6,-459.046,-32.373,0
2024-06-23,Sunset,353180_g173425,Evil Geniuses,LOUD,0.267,3.0,-1028.01,17.393,1
2024-06-23,Lotus,353180_g173424,LOUD,Evil Geniuses,-0.025,-4.8,1016.165,-3.108,1
2024-06-23,Ascent,314349_g163268,ZETA DIVISION,DetonatioN FocusMe,0.275,2.6,482.433,38.701,0
2024-06-24,Sunset,314350_g163270,Rex Regum Qeon,DRX,,3.4,-487.716,7.676,1
2024-06-24,Haven,314351_g163272,Team Secret,T1,0.222,2.6,394.49,61.71,0
2024-06-24,Split,314351_g163273,Team Secret,T1,0.375,-0.8,324.221,43.192,1
2024-06-24,Ascent,353181_g173427,Cloud9,G2 Esports,-0.15,6.6,69.936,22.536,0
2024-06-24,Icebox,353181_g173428,Cloud9,G2 Esports,-0.048,6.0,103.846,51.977,1
2024-06-24,Lotus,353181_g173429,G2 Esports,Cloud9,0.2,-4.8,-197.06,-74.854,1
2024-06-24,Split,314350_g163269,Rex Regum Qeon,DRX,-0.171,0.2,-607.354,25.345,1
2024-06-24,Icebox,314351_g163274,Team Secret,T1,0.4,-1.4,452.38,-1.154,1
2024-06-25,Sunset,353202_g173490,GIANTX,KOI,0.5,4.4,550.856,-73.692,0
2024-06-25,Icebox,353202_g173491,KOI,GIANTX,,-1.8,-387.965,58.427,1
2024-06-26,Split,353161_g173371,FUT Esports,Team Heretics,-0.029,3.4,-176.026,-115.28,0
2024-06-26,Lotus,353160_g173369,Team Vitality,FNATIC,-0.156,2.6,-797.014,191.746,0
2024-06-26,Sunset,353161_g173370,FUT Esports,Team Heretics,-0.048,2.8,-199.364,-138.888,0
2024-06-26,Haven,353160_g173367,Team Vitality,FNATIC,-0.3,-0.8,-821.967,141.278,0
2024-06-26,Icebox,353160_g173368,FNATIC,Team Vitality,-0.029,-1.0,924.015,-22.168,0
2024-06-27,Lotus,353162_g173373,BBL Esports,Team Liquid,-0.4,1.6,-114.658,11.357,1
2024-06-27,Lotus,353163_g173376,Natus Vincere,GIANTX,-0.7,-4.8,204.716,-0.609,0
2024-06-27,Ascent,353163_g173377,Natus Vincere,GIANTX,0.6,-8.4,46.576,-2.282,0
2024-06-27,Ascent,353162_g173374,Team Liquid,BBL Esports,0.1,-3.6,40.203,-9.634,0
2024-06-28,Lotus,353165_g173383,FNATIC,Karmine Corp,0.1,-2.4,1323.917,13.232,1
2024-06-28,Haven,353165_g173382,FNATIC,Karmine Corp,0.55,-2.0,1211.003,31.425,1
2024-06-28,Sunset,353164_g173379,Gentle Mates,KOI,0.167,1.4,20.93,4.623,1
2024-06-28,Split,353164_g173380,Gentle Mates,KOI,0.1,2.0,46.546,-13.91,1
2024-06-29,Sunset,314353_g163279,Rex Regum Qeon,ZETA DIVISION,0.5,0.4,443.585,11.729,1
2024-06-29,Bind,353182_g173430,FURIA,Evil Geniuses,-0.389,-9.4,-67.538,-2.054,0
2024-06-29,Lotus,314352_g163275,TALON,DetonatioN FocusMe,0.567,-0.8,49.404,21.556,1
2024-06-29,Split,353183_g173434,Sentinels,KRÜ Esports,0.2,5.0,300.773,27.18,1
2024-06-29,Lotus,353183_g173433,KRÜ Esports,Sentinels,-0.2,-5.0,-341.808,-32.727,0
2024-06-29,Lotus,353182_g173431,FURIA,Evil Geniuses,-0.4,-10.4,-200.378,-13.271,0
2024-06-29,Split,314353_g163278,ZETA DIVISION,Rex Regum Qeon,0.1,-3.4,-396.402,-46.932,0
2024-06-29,Sunset,314352_g163276,DetonatioN FocusMe,TALON,0.667,-2.4,-159.25,6.865,0
2024-06-30,Haven,353185_g173440,LEVIATÁN,100 Thieves,-0.417,-3.8,347.19,-24.622,1
2024-06-30,Bind,353185_g173439,LEVIATÁN,100 Thieves,-0.067,1.8,301.667,8.978,1
2024-06-30,Sunset,314355_g163285,Gen.G,BLEED,0.75,0.8,1057.21,108.383,0
2024-06-30,Ascent,314355_g163284,Gen.G,BLEED,-0.05,-1.6,1014.921,90.674,1
2024-06-30,Lotus,314354_g163282,T1,Global Esports,0.044,-1.4,-525.7,10.914,1
2024-06-30,Icebox,314354_g163281,Global Esports,T1,0.833,2.0,530.311,37.405,1
2024-06-30,Sunset,353184_g173438,MIBR,LOUD,-0.333,3.0,-1458.407,46.495,0
2024-06-30,Ascent,353184_g173436,LOUD,MIBR,0.3,-1.6,1348.189,-52.017,1
2024-06-30,Lotus,353184_g173437,LOUD,MIBR,0.016,-0.6,1522.893,-50.672,0
2024-06-30,Icebox,314355_g163286,Gen.G,BLEED,0.333,-0.2,933.172,29.821,1
2024-06-30,Ascent,314354_g163283,T1,Global Esports,0.458,0.2,-415.53,-74.246,1
2024-07-01,Haven,353187_g173445,Cloud9,Sentinels,0.4,-2.2,-569.9,-40.143,0
2024-07-01,Haven,314357_g163291,TALON,DRX,-0.25,4.6,-1067.92,49.364,0
2024-07-01,Bind,353186_g173443,G2 Esports,NRG,-0.067,3.6,-498.252,24.785,1
2024-07-01,Sunset,314356_g163288,DetonatioN FocusMe,Paper Rex,-0.3,-3.0,-2358.536,-16.65,0
2024-07-01,Icebox,314356_g163287,Paper Rex,DetonatioN FocusMe,0.714,1.8,2255.231,64.703,1
2024-07-01,Haven,353186_g173442,NRG,G2 Esports,,-2.6,554.148,-46.84,0
2024-07-01,Split,353187_g173446,Sentinels,Cloud9,-0.233,2.2,686.339,31.671,1
2024-07-01,Icebox,314357_g163292,DRX,TALON,0.0,-2.8,1099.165,-72.589,1
2024-07-01,Ascent,314357_g163290,TALON,DRX,-0.214,1.2,-1136.029,58.174,1
2024-07-02,Sunset,353188_g173449,Evil Geniuses,LEVIATÁN,0.0,2.0,-1237.3,-13.88,0
2024-07-02,Haven,353189_g173451,LOUD,FURIA,0.429,3.6,1161.798,21.492,1
2024-07-02,Icebox,353188_g173448,Evil Geniuses,LEVIATÁN,-0.367,-0.8,-1112.34,18.068,0
2024-07-02,Bind,353189_g173453,FURIA,LOUD,-0.482,-1.8,-1115.984,-53.393,1
2024-07-02,Icebox,353189_g173452,LOUD,FURIA,0.056,1.0,1108.098,31.857,0
2024-07-03,Split,353190_g173455,100 Thieves,MIBR,0.356,0.6,1383.648,22.286,1
2024-07-03,Sunset,353167_g173388,FUT Esports,Gentle Mates,-0.25,2.8,457.356,23.172,1
2024-07-03,Haven,353166_g173387,Team Heretics,GIANTX,,0.6,301.907,148.276,1
2024-07-03,Split,353166_g173386,GIANTX,Team Heretics,-0.5,-1.0,-287.417,-29.354,1
2024-07-03,Bind,353166_g173385,GIANTX,Team Heretics,-0.3,1.4,-233.738,14.639,0
2024-07-03,Sunset,353191_g173459,NRG,KRÜ Esports,-0.417,-2.4,247.975,-95.587,1
2024-07-03,Ascent,353191_g173458,KRÜ Esports,NRG,0.167,-2.0,-131.753,4.532,0
2024-07-03,Split,353191_g173457,KRÜ Esports,NRG,-0.3,-4.0,-156.759,24.151,1
2024-07-03,Split,353167_g173389,FUT Esports,Gentle Mates,-0.267,2.6,482.015,18.702,1
2024-07-03,Icebox,353190_g173454,100 Thieves,MIBR,0.333,-0.8,1348.882,0.108,1
2024-07-04,Split,353168_g173391,Natus Vincere,KOI,0.067,-0.2,450.042,-65.887,0
2024-07-04,Bind,353169_g173394,Karmine Corp,Team Liquid,0.143,4.0,73.154,54.561,0
2024-07-04,Sunset,353169_g173395,Karmine Corp,Team Liquid,0.6,5.6,33.618,60.334,0
2024-07-04,Icebox,353168_g173392,Natus Vincere,KOI,-1.0,0.8,487.357,-58.823,0
2024-07-05,Ascent,314359_g163297,Global Esports,Gen.G,-0.557,-0.2,-908.581,41.592,0
2024-07-05,Lotus,314359_g163296,Global Esports,Gen.G,-0.1,-1.2,-735.079,-32.22,0
2024-07-05,Sunset,314358_g163295,Rex Regum Qeon,Paper Rex,0.2,-1.6,-1413.941,-15.28,0
2024-07-05,Ascent,314358_g163294,Rex Regum Qeon,Paper Rex,0.056,-4.4,-1478.962,-14.346,1
2024-07-05,Lotus,314358_g163293,Rex Regum Qeon,Paper Rex,-0.114,-4.2,-1413.247,2.115,0
2024-07-05,Icebox,353171_g173401,Gentle Mates,Team Heretics,-0.167,3.4,-908.775,-20.197,1
2024-07-05,Sunset,353171_g173400,Team Heretics,Gentle Mates,0.15,-2.4,857.672,36.708,1
2024-07-05,Lotus,353170_g173399,Team Vitality,BBL Esports,0.2,-1.0,260.971,32.224,1
2024-07-05,Sunset,353170_g173398,Team Vitality,BBL Esports,0.1,-2.4,395.152,-21.776,0
2024-07-05,Ascent,353170_g173397,BBL Esports,Team Vitality,0.356,8.0,-397.52,27.588,0
2024-07-05,Lotus,353171_g173402,Gentle Mates,Team Heretics,-0.6,0.4,-848.775,-24.646,0
2024-07-06,Lotus,314361_g163303,ZETA DIVISION,TALON,0.05,-3.0,325.66,-22.154,0
2024-07-06,Icebox,314360_g163299,DRX,DetonatioN FocusMe,0.667,1.8,1280.079,-2.453,1
2024-07-06,Haven,314360_g178343,DetonatioN FocusMe,DRX,-0.5,-4.8,-1149.649,-6.322,0
2024-07-06,Ascent,314361_g163302,ZETA DIVISION,TALON,-0.075,-3.0,261.574,3.306,1
2024-07-06,Haven,314361_g163304,TALON,ZETA DIVISION,-0.2,0.4,-256.966,3.292,0
2024-07-06,Ascent,314360_g163300,DetonatioN FocusMe,DRX,-0.178,-6.4,-1305.815,16.216,1
2024-07-06,Lotus,353192_g173460,KRÜ Esports,G2 Esports,-0.233,-4.2,205.296,4.706,1
2024-07-06,Ascent,353192_g173461,G2 Esports,KRÜ Esports,0.4,3.2,-318.801,24.502,1
2024-07-06,Split,353192_g173462,G2 Esports,KRÜ Esports,-0.5,2.0,-394.274,17.589,1
2024-07-06,Lotus,353193_g173463,LEVIATÁN,LOUD,-0.0,3.2,438.029,21.68,1
2024-07-06,Icebox,353193_g173464,LEVIATÁN,LOUD,0.3,4.4,465.76,52.128,1
2024-07-07,Lotus,314362_g163306,Team Secret,Gen.G,-0.4,-1.4,-666.11,27.614,0
2024-07-07,Sunset,353194_g173466,MIBR,FURIA,,1.0,-454.99,5.612,0
2024-07-07,Split,314362_g163307,Team Secret,Gen.G,-0.156,-1.8,-705.451,7.548,1
2024-07-07,Icebox,353194_g173467,FURIA,MIBR,0.429,1.4,498.346,40.389,1
2024-07-07,Ascent,353195_g173469,Cloud9,NRG,0.1,-4.0,-554.417,5.349,0
2024-07-07,Sunset,314362_g163305,Gen.G,Team Secret,-0.15,2.2,746.427,27.833,0
2024-07-07,Sunset,353195_g173471,Cloud9,NRG,0.6,-5.8,-704.841,-27.821,1
2024-07-07,Ascent,314363_g163308,ZETA DIVISION,Paper Rex,-0.2,-2.8,-1885.133,-3.155,1
2024-07-07,Lotus,314363_g163309,ZETA DIVISION,Paper Rex,0.167,-2.8,-1808.093,-13.704,0
